Make,MSRP,Body Size,Body Style,Engine Aspiration,Drivetrain,Transmission,Horsepower_no,Torque_no
Aston Martin,242000.0,Large,SUV,Twin-Turbo,AWD,automatic,697.0,663.0
Audi,35800.0,Compact,Sedan,Turbocharged,FWD,automatic,201.0,221.0
Audi,37800.0,Compact,Sedan,Turbocharged,AWD,automatic,201.0,221.0
Audi,41400.0,Compact,Sedan,Turbocharged,AWD,automatic,201.0,221.0
Audi,39400.0,Compact,Sedan,Turbocharged,FWD,automatic,201.0,221.0
Audi,41900.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,46100.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,47700.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,44100.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,51300.0,Midsize,Sedan,Turbocharged,AWD,automatic,201.0,236.0
Audi,52000.0,Midsize,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,47600.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,51200.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,56500.0,Midsize,Wagon,Turbocharged,AWD,automatic,261.0,273.0
Audi,46200.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,50400.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,52500.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,52500.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,59700.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,48400.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,48400.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,55600.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,55700.0,Midsize,Hatchback,Turbocharged,AWD,automatic,201.0,236.0
Audi,56950.0,Midsize,Hatchback,Turbocharged,AWD,automatic,261.0,273.0
Audi,56650.0,Midsize,Coupe,Turbocharged,AWD,automatic,261.0,273.0
Audi,64700.0,Midsize,Convertible,Turbocharged,AWD,automatic,261.0,273.0
Audi,58100.0,Large,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,62600.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,61600.0,Large,Sedan,Turbocharged,AWD,automatic,261.0,273.0
Audi,66100.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,71700.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,69300.0,Midsize,Wagon,Turbocharged,AWD,automatic,335.0,369.0
Audi,74600.0,Midsize,Wagon,Turbocharged,AWD,automatic,335.0,369.0
Audi,72000.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,76750.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,80550.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,90900.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
Audi,37400.0,Compact,SUV,Turbocharged,AWD,automatic,184.0,221.0
Audi,40200.0,Compact,SUV,Turbocharged,AWD,automatic,184.0,221.0
Audi,42600.0,Compact,SUV,Turbocharged,AWD,automatic,228.0,251.0
Audi,39800.0,Compact,SUV,Turbocharged,AWD,automatic,228.0,251.0
Audi,58200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,58200.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,62900.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,62900.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,65200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,65200.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,49800.0,Midsize,SUV,Electric Motor,RWD,automatic,201.0,229.0
Audi,55200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,55200.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,54500.0,Midsize,SUV,Electric Motor,RWD,automatic,201.0,229.0
Audi,59900.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,59900.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,62200.0,Midsize,SUV,Electric Motor,AWD,automatic,295.0,339.0
Audi,62200.0,Midsize,SUV,Electric Motor,AWD,automatic,335.0,335.0
Audi,45300.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,50100.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,53000.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,62400.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,48200.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,58500.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,55600.0,Midsize,SUV,Turbocharged,AWD,automatic,201.0,236.0
Audi,58100.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,67700.0,Midsize,SUV,Turbocharged,AWD,automatic,362.0,369.0
Audi,55400.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,52200.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,60400.0,Midsize,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,59500.0,Large,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,65300.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,63300.0,Large,SUV,Turbocharged,AWD,automatic,261.0,273.0
Audi,69100.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,75100.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,73700.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,77800.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,81800.0,Large,SUV,Turbocharged,AWD,automatic,335.0,369.0
Audi,82200.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,77800.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,88200.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,74400.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,78800.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,84800.0,Midsize,SUV,Electric Motor,AWD,automatic,402.0,335.0
Audi,62300.0,Compact,Sedan,Turbocharged,AWD,automatic,401.0,369.0
Audi,79600.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,444.0,442.0
Audi,79900.0,Midsize,Hatchback,Twin-Turbo,AWD,automatic,444.0,442.0
Audi,125800.0,Large,Wagon,Twin-Turbo,AWD,automatic,621.0,627.0
Audi,127800.0,Large,Sedan,Twin-Turbo,AWD,automatic,621.0,627.0
Audi,125800.0,Large,SUV,Twin-Turbo,AWD,automatic,591.0,590.0
Audi,147100.0,Large,Sedan,Electric Motor,AWD,automatic,637.0,612.0
Audi,47400.0,Compact,Sedan,Turbocharged,AWD,automatic,306.0,295.0
Audi,50300.0,Compact,Sedan,Turbocharged,AWD,automatic,306.0,295.0
Audi,54300.0,Compact,Sedan,Turbocharged,AWD,automatic,306.0,295.0
Audi,54500.0,Midsize,Sedan,Turbocharged,AWD,automatic,349.0,369.0
Audi,57500.0,Midsize,Sedan,Turbocharged,AWD,automatic,349.0,369.0
Audi,61800.0,Midsize,Sedan,Turbocharged,AWD,automatic,349.0,369.0
Audi,66100.0,Midsize,Convertible,Turbocharged,AWD,automatic,349.0,369.0
Audi,57500.0,Midsize,Coupe,Turbocharged,AWD,automatic,349.0,369.0
Audi,57500.0,Midsize,Hatchback,Turbocharged,AWD,automatic,349.0,369.0
Audi,69100.0,Midsize,Convertible,Turbocharged,AWD,automatic,349.0,369.0
Audi,60500.0,Midsize,Coupe,Turbocharged,AWD,automatic,349.0,369.0
Audi,60500.0,Midsize,Hatchback,Turbocharged,AWD,automatic,349.0,369.0
Audi,73200.0,Midsize,Convertible,Turbocharged,AWD,automatic,349.0,369.0
Audi,64600.0,Midsize,Coupe,Turbocharged,AWD,automatic,349.0,369.0
Audi,64900.0,Midsize,Hatchback,Turbocharged,AWD,automatic,349.0,369.0
Audi,75500.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,79800.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,83700.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,85300.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,89100.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,92700.0,Large,Sedan,Twincharged,AWD,automatic,444.0,442.0
Audi,123400.0,Large,Sedan,Twin-Turbo,AWD,automatic,563.0,590.0
Audi,57700.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,61700.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,66800.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,61100.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,64100.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,69200.0,Midsize,SUV,Turbocharged,AWD,automatic,349.0,369.0
Audi,90400.0,Large,SUV,Twin-Turbo,AWD,automatic,500.0,568.0
Audi,94900.0,Large,SUV,Twin-Turbo,AWD,automatic,500.0,568.0
Audi,96600.0,Large,SUV,Twin-Turbo,AWD,automatic,500.0,568.0
Audi,103600.0,Large,SUV,Twin-Turbo,AWD,automatic,500.0,568.0
Audi,92600.0,Midsize,SUV,Electric Motor,AWD,automatic,496.0,718.0
Audi,98600.0,Midsize,SUV,Electric Motor,AWD,automatic,496.0,718.0
Audi,89800.0,Midsize,SUV,Electric Motor,AWD,automatic,496.0,718.0
Audi,95800.0,Midsize,SUV,Electric Motor,AWD,automatic,496.0,718.0
Audi,106500.0,Large,Sedan,Electric Motor,AWD,automatic,522.0,472.0
Audi,114500.0,Large,Sedan,Electric Motor,AWD,automatic,522.0,472.0
BMW,38800.0,Compact,Coupe,Turbocharged,RWD,automatic,255.0,295.0
BMW,40800.0,Compact,Coupe,Turbocharged,AWD,automatic,255.0,295.0
BMW,49700.0,Compact,Coupe,Turbocharged,RWD,automatic,382.0,369.0
BMW,51700.0,Compact,Coupe,Turbocharged,AWD,automatic,382.0,369.0
BMW,38400.0,Compact,Sedan,Turbocharged,FWD,automatic,228.0,258.0
BMW,40400.0,Compact,Sedan,Turbocharged,AWD,automatic,228.0,258.0
BMW,48300.0,Compact,Sedan,Turbocharged,AWD,automatic,302.0,332.0
BMW,45600.0,Midsize,Sedan,Turbocharged,RWD,automatic,288.0,310.0
BMW,47600.0,Midsize,Sedan,Turbocharged,AWD,automatic,288.0,310.0
BMW,44500.0,Midsize,Sedan,Turbocharged,RWD,automatic,255.0,295.0
BMW,46500.0,Midsize,Sedan,Turbocharged,AWD,automatic,255.0,295.0
BMW,57600.0,Midsize,Sedan,Turbocharged,RWD,automatic,382.0,369.0
BMW,59600.0,Midsize,Sedan,Turbocharged,AWD,automatic,382.0,369.0
BMW,49900.0,Midsize,Coupe,Turbocharged,RWD,automatic,255.0,295.0
BMW,58100.0,Midsize,Convertible,Turbocharged,RWD,automatic,255.0,295.0
BMW,51900.0,Midsize,Coupe,Turbocharged,AWD,automatic,255.0,295.0
BMW,60100.0,Midsize,Convertible,Turbocharged,AWD,automatic,255.0,295.0
BMW,61450.0,Midsize,Coupe,Turbocharged,RWD,automatic,382.0,369.0
BMW,69550.0,Midsize,Convertible,Turbocharged,RWD,automatic,382.0,369.0
BMW,63450.0,Midsize,Coupe,Turbocharged,AWD,automatic,382.0,369.0
BMW,71550.0,Midsize,Convertible,Turbocharged,AWD,automatic,382.0,369.0
BMW,48300.0,Midsize,Sedan,Turbocharged,RWD,automatic,255.0,295.0
BMW,50300.0,Midsize,Sedan,Turbocharged,AWD,automatic,255.0,295.0
BMW,61050.0,Midsize,Sedan,Turbocharged,RWD,automatic,382.0,369.0
BMW,63050.0,Midsize,Sedan,Turbocharged,AWD,automatic,382.0,369.0
BMW,57900.0,Large,Sedan,Turbocharged,RWD,automatic,255.0,295.0
BMW,60200.0,Large,Sedan,Turbocharged,AWD,automatic,255.0,295.0
BMW,64900.0,Large,Sedan,Turbocharged,AWD,automatic,375.0,382.0
BMW,96400.0,Large,Sedan,Turbocharged,RWD,automatic,375.0,398.0
BMW,99400.0,Large,Sedan,Turbocharged,AWD,automatic,375.0,398.0
BMW,107000.0,Large,Sedan,Turbocharged,AWD,automatic,483.0,479.0
BMW,121300.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
BMW,90800.0,Midsize,Coupe,Turbocharged,RWD,automatic,335.0,369.0
BMW,100500.0,Midsize,Convertible,Turbocharged,RWD,automatic,335.0,369.0
BMW,103500.0,Midsize,Convertible,Turbocharged,AWD,automatic,335.0,369.0
BMW,93800.0,Midsize,Coupe,Turbocharged,AWD,automatic,335.0,369.0
BMW,116000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,106300.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,90800.0,Large,Sedan,Turbocharged,RWD,automatic,335.0,369.0
BMW,93800.0,Large,Sedan,Turbocharged,AWD,automatic,335.0,369.0
BMW,106300.0,Large,Sedan,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,149300.0,Large,Sedan,Twin-Turbo,AWD,automatic,612.0,590.0
BMW,149400.0,Large,SUV,Twin-Turbo,AWD,automatic,630.0,590.0
BMW,63200.0,Compact,Coupe,Twin-Turbo,RWD,manual,453.0,406.0
BMW,76000.0,Midsize,Sedan,Twin-Turbo,RWD,manual,473.0,406.0
BMW,80200.0,Midsize,Sedan,Twin-Turbo,RWD,automatic,503.0,479.0
BMW,84300.0,Midsize,Sedan,Twin-Turbo,AWD,automatic,503.0,479.0
BMW,118700.0,Midsize,Sedan,Twin-Turbo,AWD,automatic,543.0,479.0
BMW,78100.0,Midsize,Coupe,Twin-Turbo,RWD,manual,473.0,406.0
BMW,82200.0,Midsize,Coupe,Twin-Turbo,RWD,automatic,503.0,479.0
BMW,86300.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,503.0,479.0
BMW,93300.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,503.0,479.0
BMW,138800.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,617.0,553.0
BMW,148800.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,617.0,553.0
BMW,138800.0,Large,Sedan,Twin-Turbo,AWD,automatic,617.0,553.0
BMW,49900.0,Compact,SUV,Turbocharged,AWD,automatic,312.0,295.0
BMW,40500.0,Compact,SUV,Turbocharged,AWD,automatic,241.0,295.0
BMW,51400.0,Compact,SUV,Turbocharged,AWD,automatic,312.0,295.0
BMW,42000.0,Compact,SUV,Turbocharged,AWD,automatic,241.0,295.0
BMW,61900.0,Midsize,SUV,Turbocharged,AWD,automatic,382.0,369.0
BMW,46900.0,Midsize,SUV,Turbocharged,RWD,automatic,248.0,258.0
BMW,48900.0,Midsize,SUV,Turbocharged,AWD,automatic,248.0,258.0
BMW,75500.0,Midsize,SUV,Twin-Turbo,AWD,automatic,473.0,457.0
BMW,66400.0,Midsize,SUV,Turbocharged,AWD,automatic,382.0,369.0
BMW,55000.0,Midsize,SUV,Turbocharged,AWD,automatic,248.0,258.0
BMW,79100.0,Midsize,SUV,Twin-Turbo,AWD,automatic,473.0,457.0
BMW,89300.0,Large,SUV,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,65200.0,Large,SUV,Turbocharged,RWD,automatic,375.0,398.0
BMW,67500.0,Large,SUV,Turbocharged,AWD,automatic,375.0,398.0
BMW,72500.0,Large,SUV,Turbocharged,AWD,automatic,483.0,516.0
BMW,122300.0,Large,SUV,Twin-Turbo,AWD,automatic,617.0,553.0
BMW,93600.0,Large,SUV,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,73900.0,Large,SUV,Turbocharged,AWD,automatic,375.0,398.0
BMW,127200.0,Large,SUV,Twin-Turbo,AWD,automatic,617.0,553.0
BMW,108700.0,Large,SUV,Twin-Turbo,AWD,automatic,523.0,553.0
BMW,81900.0,Large,SUV,Turbocharged,AWD,automatic,375.0,398.0
BMW,159000.0,Large,SUV,Twin-Turbo,AWD,automatic,644.0,590.0
BMW,185000.0,Large,SUV,Twin-Turbo,AWD,automatic,738.0,738.0
BMW,66300.0,Compact,Convertible,Turbocharged,RWD,automatic,382.0,369.0
BMW,53600.0,Compact,Convertible,Turbocharged,RWD,automatic,255.0,295.0
BMW,69700.0,Midsize,Sedan,Electric Motor,AWD,automatic,536.0,586.0
BMW,52200.0,Midsize,Sedan,Electric Motor,RWD,automatic,282.0,295.0
BMW,57300.0,Midsize,Sedan,Electric Motor,RWD,automatic,335.0,317.0
BMW,61600.0,Midsize,Sedan,Electric Motor,AWD,automatic,396.0,443.0
BMW,84100.0,Large,Sedan,Electric Motor,AWD,automatic,590.0,586.0
BMW,66800.0,Large,Sedan,Electric Motor,RWD,automatic,335.0,295.0
BMW,168500.0,Large,Sedan,Electric Motor,AWD,automatic,650.0,811.0
BMW,105700.0,Large,Sedan,Electric Motor,RWD,automatic,449.0,479.0
BMW,124200.0,Large,Sedan,Electric Motor,AWD,automatic,536.0,549.0
BMW,111500.0,Large,SUV,Electric Motor,AWD,automatic,610.0,749.0
BMW,87100.0,Large,SUV,Electric Motor,AWD,automatic,516.0,564.0
Bentley,215300.0,Large,SUV,Turbocharged,AWD,automatic,456.0,516.0
Bentley,215300.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,238200.0,Large,SUV,Turbocharged,AWD,automatic,456.0,516.0
Bentley,246400.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,203200.0,Large,SUV,Turbocharged,AWD,automatic,456.0,516.0
Bentley,232300.0,Large,SUV,Turbocharged,AWD,automatic,456.0,516.0
Bentley,240300.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,203200.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,242100.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,271400.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,336000.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,233700.0,Large,SUV,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,259300.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,291300.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,315800.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,355600.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,274000.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,300000.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,336000.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,242700.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,281600.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,320300.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,336000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,391100.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,301300.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,330000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,367200.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,650.0,664.0
Bentley,267000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,235800.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
Bentley,229100.0,Large,Sedan,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,256600.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
Bentley,257800.0,Large,Sedan,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,221200.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
Bentley,306300.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
Bentley,308200.0,Large,Sedan,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,324700.0,Large,Sedan,Twin-Turbo,AWD,automatic,626.0,664.0
Bentley,247700.0,Large,Sedan,Twin-Turbo,AWD,automatic,536.0,553.0
Bentley,248400.0,Large,Sedan,Twin-Turbo,AWD,automatic,542.0,568.0
Bentley,266500.0,Large,Sedan,Twin-Turbo,AWD,automatic,626.0,664.0
Bentley,300200.0,Large,Sedan,Twin-Turbo,AWD,automatic,626.0,664.0
Bentley,214900.0,Large,Sedan,Twin-Turbo,AWD,automatic,542.0,568.0
Ford,50095.0,Compact,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,51385.0,Midsize,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,39630.0,Compact,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,40370.0,Midsize,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,43330.0,Compact,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,44070.0,Midsize,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,55520.0,Midsize,Convertible SUV,Turbocharged,4WD,automatic,300.0,325.0
Ford,48555.0,Compact,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,49475.0,Midsize,Convertible SUV,Turbocharged,4WD,manual,300.0,325.0
Ford,69685.0,Compact,Convertible SUV,Twin-Turbo,4WD,automatic,330.0,415.0
Ford,71105.0,Midsize,Convertible SUV,Twin-Turbo,4WD,automatic,330.0,415.0
Ford,47940.0,Midsize,Convertible SUV,Turbocharged,4WD,automatic,300.0,325.0
Ford,90035.0,Midsize,Convertible SUV,Twin-Turbo,4WD,automatic,418.0,440.0
Ford,60765.0,Midsize,Convertible SUV,Twin-Turbo,4WD,automatic,330.0,415.0
Ford,60225.0,Compact,Convertible SUV,Twin-Turbo,4WD,automatic,330.0,415.0
Ford,38390.0,Compact,SUV,Turbocharged,AWD,automatic,250.0,277.0
Ford,29795.0,Compact,SUV,Turbocharged,AWD,automatic,181.0,190.0
Ford,32395.0,Compact,SUV,Turbocharged,AWD,automatic,181.0,190.0
Ford,32365.0,Compact,SUV,Turbocharged,AWD,automatic,181.0,190.0
Ford,33935.0,Compact,SUV,Turbocharged,AWD,automatic,181.0,190.0
Ford,54835.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,56055.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,59935.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,61155.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,52835.0,Midsize,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,57935.0,Midsize,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,51490.0,Midsize,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,53835.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,58935.0,Large,Cargo Van,Electric Motor,RWD,automatic,266.0,317.0
Ford,38365.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,39565.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,47205.0,Midsize,SUV,Twin-Turbo,AWD,automatic,335.0,380.0
Ford,43620.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,43720.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,29345.0,Midsize,SUV,Turbocharged,FWD,automatic,180.0,199.0
Ford,31515.0,Midsize,SUV,Turbocharged,AWD,automatic,180.0,199.0
Ford,28000.0,Midsize,SUV,Turbocharged,FWD,automatic,180.0,199.0
Ford,29500.0,Midsize,SUV,Turbocharged,AWD,automatic,180.0,199.0
Ford,38465.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,192.0,300.0
Ford,36965.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,192.0,300.0
Ford,37465.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,40500.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,210.0,300.0
Ford,33340.0,Midsize,SUV,Naturally Aspirated,FWD,automatic,192.0,300.0
Ford,32510.0,Midsize,SUV,Turbocharged,AWD,automatic,180.0,199.0
Ford,30340.0,Midsize,SUV,Turbocharged,FWD,automatic,180.0,199.0
Ford,38460.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,39460.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,192.0,300.0
Ford,35040.0,Midsize,SUV,Naturally Aspirated,AWD,automatic,192.0,300.0
Ford,34040.0,Midsize,SUV,Turbocharged,AWD,automatic,250.0,280.0
Ford,79015.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,82315.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,72260.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,68960.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,82015.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,85315.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,71960.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,75260.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,84245.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,87545.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,62405.0,Large,SUV,Twin-Turbo,4WD,automatic,380.0,470.0
Ford,59105.0,Large,SUV,Twin-Turbo,RWD,automatic,380.0,470.0
Ford,63140.0,Large,SUV,Twin-Turbo,RWD,automatic,380.0,470.0
Ford,66440.0,Large,SUV,Twin-Turbo,4WD,automatic,380.0,470.0
Ford,84545.0,Large,SUV,Twin-Turbo,4WD,automatic,400.0,480.0
Ford,81245.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,480.0
Ford,72550.0,Large,SUV,Twin-Turbo,4WD,automatic,440.0,510.0
Ford,55105.0,Large,SUV,Twin-Turbo,RWD,automatic,380.0,470.0
Ford,58405.0,Large,SUV,Twin-Turbo,4WD,automatic,380.0,470.0
Ford,59375.0,Large,SUV,Twin-Turbo,4WD,automatic,380.0,470.0
Ford,56075.0,Large,SUV,Twin-Turbo,RWD,automatic,380.0,470.0
Ford,63440.0,Large,SUV,Twin-Turbo,4WD,automatic,380.0,470.0
Ford,60140.0,Large,SUV,Twin-Turbo,RWD,automatic,380.0,470.0
Ford,36860.0,Large,SUV,Turbocharged,RWD,automatic,300.0,310.0
Ford,38860.0,Large,SUV,Turbocharged,AWD,automatic,300.0,310.0
Ford,54625.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,415.0
Ford,56625.0,Large,SUV,Twin-Turbo,AWD,automatic,400.0,415.0
